asset_id,lbw,split,fragment_start_timestamp,fragment_end_timestamp,fragment_start_timeline_index,fragment_end_timeline_index,fragment_length,reason_code,dropped_sequence_count
COCOA.c,126,train,2025-12-11T00:00:00,2025-12-11T00:00:00,728,728,1,MISSING_NEXT_RETURN,0
COCOA.c,126,train,2025-10-20T00:00:00,2025-12-10T00:00:00,691,727,37,TERMINAL_FRAGMENT_LT_63,0
COCOA.c,126,validation,2026-02-20T00:00:00,2026-02-20T00:00:00,775,775,1,MISSING_NEXT_RETURN,0
COCOA.c,126,validation,2025-12-12T00:00:00,2026-02-19T00:00:00,729,774,46,TERMINAL_FRAGMENT_LT_63,0
COCOA.c,126,validation,2025-12-12T00:00:00,2026-02-20T00:00:00,729,775,47,NO_FULL_VALIDATION_SEQUENCE,6
COFFEE.c,126,train,2025-12-11T00:00:00,2025-12-11T00:00:00,728,728,1,MISSING_NEXT_RETURN,0
COFFEE.c,126,train,2025-10-20T00:00:00,2025-12-10T00:00:00,691,727,37,TERMINAL_FRAGMENT_LT_63,0
COFFEE.c,126,validation,2026-02-20T00:00:00,2026-02-20T00:00:00,775,775,1,MISSING_NEXT_RETURN,0
COFFEE.c,126,validation,2025-12-12T00:00:00,2026-02-19T00:00:00,729,774,46,TERMINAL_FRAGMENT_LT_63,0
COFFEE.c,126,validation,2025-12-12T00:00:00,2026-02-20T00:00:00,729,775,47,NO_FULL_VALIDATION_SEQUENCE,6
CORN.c,126,train,2025-12-19T00:00:00,2025-12-19T00:00:00,685,685,1,MISSING_NEXT_RETURN,0
CORN.c,126,train,2025-09-30T00:00:00,2025-12-18T00:00:00,628,684,57,TERMINAL_FRAGMENT_LT_63,0
CORN.c,126,validation,2026-02-23T00:00:00,2026-02-23T00:00:00,727,727,1,MISSING_NEXT_RETURN,0
CORN.c,126,validation,2025-12-22T00:00:00,2026-02-20T00:00:00,686,726,41,TERMINAL_FRAGMENT_LT_63,0
CORN.c,126,validation,2025-12-22T00:00:00,2026-02-23T00:00:00,686,727,42,NO_FULL_VALIDATION_SEQUENCE,5
SOYBEAN.c,126,train,2026-01-05T00:00:00,2026-01-05T00:00:00,607,607,1,MISSING_NEXT_RETURN,0
SOYBEAN.c,126,train,2025-11-03T00:00:00,2026-01-02T00:00:00,565,606,42,TERMINAL_FRAGMENT_LT_63,0
SOYBEAN.c,126,validation,2026-02-23T00:00:00,2026-02-23T00:00:00,640,640,1,MISSING_NEXT_RETURN,0
SOYBEAN.c,126,validation,2026-01-06T00:00:00,2026-02-20T00:00:00,608,639,32,TERMINAL_FRAGMENT_LT_63,0
SOYBEAN.c,126,validation,2026-01-06T00:00:00,2026-02-23T00:00:00,608,640,33,NO_FULL_VALIDATION_SEQUENCE,4
WHEAT.c,126,train,2025-12-19T00:00:00,2025-12-19T00:00:00,688,688,1,MISSING_NEXT_RETURN,0
WHEAT.c,126,train,2025-09-25T00:00:00,2025-12-18T00:00:00,628,687,60,TERMINAL_FRAGMENT_LT_63,0
WHEAT.c,126,validation,2026-02-23T00:00:00,2026-02-23T00:00:00,730,730,1,MISSING_NEXT_RETURN,0
WHEAT.c,126,validation,2025-12-22T00:00:00,2026-02-20T00:00:00,689,729,41,TERMINAL_FRAGMENT_LT_63,0
WHEAT.c,126,validation,2025-12-22T00:00:00,2026-02-23T00:00:00,689,730,42,NO_FULL_VALIDATION_SEQUENCE,5
GER40.cash,126,train,2025-07-02T00:00:00,2025-07-02T00:00:00,1777,1777,1,MISSING_NEXT_RETURN,0
GER40.cash,126,train,2025-06-11T00:00:00,2025-07-01T00:00:00,1762,1776,15,TERMINAL_FRAGMENT_LT_63,0
GER40.cash,126,validation,2026-02-23T00:00:00,2026-02-23T00:00:00,1940,1940,1,MISSING_NEXT_RETURN,0
GER40.cash,126,validation,2026-01-02T00:00:00,2026-02-20T00:00:00,1904,1939,36,TERMINAL_FRAGMENT_LT_63,0
UK100.cash,126,train,2025-06-09T00:00:00,2025-06-09T00:00:00,1933,1933,1,MISSING_NEXT_RETURN,0
UK100.cash,126,train,2025-04-01T00:00:00,2025-06-06T00:00:00,1888,1932,45,TERMINAL_FRAGMENT_LT_63,0
UK100.cash,126,validation,2026-02-23T00:00:00,2026-02-23T00:00:00,2114,2114,1,MISSING_NEXT_RETURN,0
UK100.cash,126,validation,2025-12-04T00:00:00,2026-02-20T00:00:00,2060,2113,54,TERMINAL_FRAGMENT_LT_63,0
US100.cash,126,train,2025-06-12T00:00:00,2025-06-12T00:00:00,1925,1925,1,MISSING_NEXT_RETURN,0
US100.cash,126,train,2025-04-22T00:00:00,2025-06-11T00:00:00,1888,1924,37,TERMINAL_FRAGMENT_LT_63,0
US100.cash,126,validation,2026-02-23T00:00:00,2026-02-23T00:00:00,2105,2105,1,MISSING_NEXT_RETURN,0
US100.cash,126,validation,2025-12-08T00:00:00,2026-02-20T00:00:00,2052,2104,53,TERMINAL_FRAGMENT_LT_63,0
US30.cash,126,train,2025-07-25T00:00:00,2025-07-25T00:00:00,1649,1649,1,MISSING_NEXT_RETURN,0
US30.cash,126,train,2025-07-08T00:00:00,2025-07-24T00:00:00,1636,1648,13,TERMINAL_FRAGMENT_LT_63,0
US30.cash,126,validation,2026-02-23T00:00:00,2026-02-23T00:00:00,1798,1798,1,MISSING_NEXT_RETURN,0
US30.cash,126,validation,2026-01-22T00:00:00,2026-02-20T00:00:00,1776,1797,22,TERMINAL_FRAGMENT_LT_63,0
US500.cash,126,train,2025-06-12T00:00:00,2025-06-12T00:00:00,1925,1925,1,MISSING_NEXT_RETURN,0
US500.cash,126,train,2025-04-22T00:00:00,2025-06-11T00:00:00,1888,1924,37,TERMINAL_FRAGMENT_LT_63,0
US500.cash,126,validation,2026-02-23T00:00:00,2026-02-23T00:00:00,2105,2105,1,MISSING_NEXT_RETURN,0
US500.cash,126,validation,2025-12-08T00:00:00,2026-02-20T00:00:00,2052,2104,53,TERMINAL_FRAGMENT_LT_63,0
AUS200.cash,126,train,2025-07-28T00:00:00,2025-07-28T00:00:00,1632,1632,1,MISSING_NEXT_RETURN,0
AUS200.cash,126,train,2025-05-06T00:00:00,2025-07-25T00:00:00,1573,1631,59,TERMINAL_FRAGMENT_LT_63,0
AUS200.cash,126,validation,2026-02-23T00:00:00,2026-02-23T00:00:00,1779,1779,1,MISSING_NEXT_RETURN,0
AUS200.cash,126,validation,2026-01-26T00:00:00,2026-02-20T00:00:00,1759,1778,20,TERMINAL_FRAGMENT_LT_63,0
EU50.cash,126,train,2025-06-11T00:00:00,2025-06-11T00:00:00,1897,1897,1,MISSING_NEXT_RETURN,0
EU50.cash,126,train,2025-05-29T00:00:00,2025-06-10T00:00:00,1888,1896,9,TERMINAL_FRAGMENT_LT_63,0
EU50.cash,126,validation,2026-02-20T00:00:00,2026-02-20T00:00:00,2074,2074,1,MISSING_NEXT_RETURN,0
EU50.cash,126,validation,2025-12-05T00:00:00,2026-02-19T00:00:00,2024,2073,50,TERMINAL_FRAGMENT_LT_63,0
FRA40.cash,126,train,2025-06-12T00:00:00,2025-06-12T00:00:00,1906,1906,1,MISSING_NEXT_RETURN,0
FRA40.cash,126,train,2025-05-19T00:00:00,2025-06-11T00:00:00,1888,1905,18,TERMINAL_FRAGMENT_LT_63,0
FRA40.cash,126,validation,2026-02-20T00:00:00,2026-02-20T00:00:00,2084,2084,1,MISSING_NEXT_RETURN,0
FRA40.cash,126,validation,2025-12-08T00:00:00,2026-02-19T00:00:00,2033,2083,51,TERMINAL_FRAGMENT_LT_63,0
HK50.cash,126,train,2025-07-21T00:00:00,2025-07-21T00:00:00,1624,1624,1,MISSING_NEXT_RETURN,0
HK50.cash,126,train,2025-05-08T00:00:00,2025-07-18T00:00:00,1573,1623,51,TERMINAL_FRAGMENT_LT_63,0
HK50.cash,126,validation,2026-02-23T00:00:00,2026-02-23T00:00:00,1770,1770,1,MISSING_NEXT_RETURN,0
HK50.cash,126,validation,2026-01-22T00:00:00,2026-02-20T00:00:00,1751,1769,19,TERMINAL_FRAGMENT_LT_63,0
JP225.cash,126,train,2025-06-05T00:00:00,2025-06-05T00:00:00,1973,1973,1,MISSING_NEXT_RETURN,0
JP225.cash,126,train,2025-05-06T00:00:00,2025-06-04T00:00:00,1951,1972,22,TERMINAL_FRAGMENT_LT_63,0
JP225.cash,126,validation,2026-02-23T00:00:00,2026-02-23T00:00:00,2158,2158,1,MISSING_NEXT_RETURN,0
JP225.cash,126,validation,2025-12-01T00:00:00,2026-02-20T00:00:00,2100,2157,58,TERMINAL_FRAGMENT_LT_63,0
N25.cash,126,train,2025-10-15T00:00:00,2025-10-15T00:00:00,1110,1110,1,MISSING_NEXT_RETURN,0
N25.cash,126,train,2025-08-19T00:00:00,2025-10-14T00:00:00,1069,1109,41,TERMINAL_FRAGMENT_LT_63,0
N25.cash,126,validation,2026-02-20T00:00:00,2026-02-20T00:00:00,1199,1199,1,MISSING_NEXT_RETURN,0
N25.cash,126,validation,2026-01-16T00:00:00,2026-02-19T00:00:00,1174,1198,25,TERMINAL_FRAGMENT_LT_63,0
SPN35.cash,126,train,2025-09-24T00:00:00,2025-09-24T00:00:00,1248,1248,1,MISSING_NEXT_RETURN,0
SPN35.cash,126,train,2025-07-11T00:00:00,2025-09-23T00:00:00,1195,1247,53,TERMINAL_FRAGMENT_LT_63,0
SPN35.cash,126,validation,2026-02-20T00:00:00,2026-02-20T00:00:00,1352,1352,1,MISSING_NEXT_RETURN,0
SPN35.cash,126,validation,2025-12-23T00:00:00,2026-02-19T00:00:00,1312,1351,40,TERMINAL_FRAGMENT_LT_63,0
UKOIL.cash,126,train,2025-04-11T00:00:00,2025-04-11T00:00:00,2315,2315,1,MISSING_NEXT_RETURN,0
UKOIL.cash,126,train,2025-02-03T00:00:00,2025-04-10T00:00:00,2266,2314,49,TERMINAL_FRAGMENT_LT_63,0
UKOIL.cash,126,validation,2026-02-23T00:00:00,2026-02-23T00:00:00,2538,2538,1,MISSING_NEXT_RETURN,0
UKOIL.cash,126,validation,2026-01-07T00:00:00,2026-02-20T00:00:00,2505,2537,33,TERMINAL_FRAGMENT_LT_63,0
US2000.cash,126,train,2025-06-16T00:00:00,2025-06-16T00:00:00,1908,1908,1,MISSING_NEXT_RETURN,0
US2000.cash,126,train,2025-05-19T00:00:00,2025-06-13T00:00:00,1888,1907,20,TERMINAL_FRAGMENT_LT_63,0
US2000.cash,126,validation,2026-02-23T00:00:00,2026-02-23T00:00:00,2086,2086,1,MISSING_NEXT_RETURN,0
US2000.cash,126,validation,2025-12-10T00:00:00,2026-02-20T00:00:00,2035,2085,51,TERMINAL_FRAGMENT_LT_63,0
USOIL.cash,126,train,2025-09-30T00:00:00,2025-09-30T00:00:00,1226,1226,1,MISSING_NEXT_RETURN,0
USOIL.cash,126,train,2025-08-18T00:00:00,2025-09-29T00:00:00,1195,1225,31,TERMINAL_FRAGMENT_LT_63,0
USOIL.cash,126,validation,2026-02-23T00:00:00,2026-02-23T00:00:00,1328,1328,1,MISSING_NEXT_RETURN,0
USOIL.cash,126,validation,2025-12-30T00:00:00,2026-02-20T00:00:00,1290,1327,38,TERMINAL_FRAGMENT_LT_63,0
DXY.cash,126,train,2026-02-20T00:00:00,2026-02-20T00:00:00,318,318,1,MISSING_NEXT_RETURN,0
DXY.cash,126,train,2026-02-13T00:00:00,2026-02-19T00:00:00,313,317,5,TERMINAL_FRAGMENT_LT_63,0
DXY.cash,126,validation,2026-02-23T00:00:00,2026-02-23T00:00:00,319,319,1,MISSING_NEXT_RETURN,0
DXY.cash,126,validation,2026-02-23T00:00:00,2026-02-23T00:00:00,319,319,1,NO_FULL_VALIDATION_SEQUENCE,0
NATGAS.cash,126,train,2026-02-17T00:00:00,2026-02-17T00:00:00,339,339,1,MISSING_NEXT_RETURN,0
NATGAS.cash,126,train,2026-01-12T00:00:00,2026-02-16T00:00:00,313,338,26,TERMINAL_FRAGMENT_LT_63,0
NATGAS.cash,126,validation,2026-02-23T00:00:00,2026-02-23T00:00:00,343,343,1,MISSING_NEXT_RETURN,0
NATGAS.cash,126,validation,2026-02-18T00:00:00,2026-02-20T00:00:00,340,342,3,TERMINAL_FRAGMENT_LT_63,0
NATGAS.cash,126,validation,2026-02-18T00:00:00,2026-02-23T00:00:00,340,343,4,NO_FULL_VALIDATION_SEQUENCE,0
ADAUSD,126,train,2025-10-15T00:00:00,2025-10-15T00:00:00,1491,1491,1,MISSING_NEXT_RETURN,0
ADAUSD,126,train,2025-08-31T00:00:00,2025-10-14T00:00:00,1447,1490,44,TERMINAL_FRAGMENT_LT_63,0
ADAUSD,126,validation,2026-02-23T00:00:00,2026-02-23T00:00:00,1622,1622,1,MISSING_NEXT_RETURN,0
ADAUSD,126,validation,2026-02-19T00:00:00,2026-02-22T00:00:00,1618,1621,4,TERMINAL_FRAGMENT_LT_63,0
AVAUSD,126,train,2025-09-09T00:00:00,2025-09-09T00:00:00,1807,1807,1,MISSING_NEXT_RETURN,0
AVAUSD,126,train,2025-07-22T00:00:00,2025-09-08T00:00:00,1762,1806,45,TERMINAL_FRAGMENT_LT_63,0
AVAUSD,126,validation,2026-02-23T00:00:00,2026-02-23T00:00:00,1974,1974,1,MISSING_NEXT_RETURN,0
AVAUSD,126,validation,2026-01-14T00:00:00,2026-02-22T00:00:00,1934,1973,40,TERMINAL_FRAGMENT_LT_63,0
BCHUSD,126,train,2025-05-17T00:00:00,2025-05-17T00:00:00,2795,2795,1,MISSING_NEXT_RETURN,0
BCHUSD,126,train,2025-04-22T00:00:00,2025-05-16T00:00:00,2770,2794,25,TERMINAL_FRAGMENT_LT_63,0
BCHUSD,126,validation,2026-02-23T00:00:00,2026-02-23T00:00:00,3071,3071,1,MISSING_NEXT_RETURN,0
BCHUSD,126,validation,2026-01-31T00:00:00,2026-02-22T00:00:00,3048,3070,23,TERMINAL_FRAGMENT_LT_63,0
BTCUSD,126,train,2024-10-04T00:00:00,2024-10-04T00:00:00,4837,4837,1,MISSING_NEXT_RETURN,0
BTCUSD,126,train,2024-08-14T00:00:00,2024-10-03T00:00:00,4786,4836,51,TERMINAL_FRAGMENT_LT_63,0
BTCUSD,126,validation,2026-02-23T00:00:00,2026-02-23T00:00:00,5340,5340,1,MISSING_NEXT_RETURN,0
BTCUSD,126,validation,2025-12-24T00:00:00,2026-02-22T00:00:00,5279,5339,61,TERMINAL_FRAGMENT_LT_63,0
DASHUSD,126,train,2025-09-15T00:00:00,2025-09-15T00:00:00,1756,1756,1,MISSING_NEXT_RETURN,0
DASHUSD,126,train,2025-07-16T00:00:00,2025-09-14T00:00:00,1699,1755,57,TERMINAL_FRAGMENT_LT_63,0
DASHUSD,126,validation,2026-02-23T00:00:00,2026-02-23T00:00:00,1917,1917,1,MISSING_NEXT_RETURN,0
DASHUSD,126,validation,2026-01-20T00:00:00,2026-02-22T00:00:00,1883,1916,34,TERMINAL_FRAGMENT_LT_63,0
DOTUSD,126,train,2025-10-15T00:00:00,2025-10-15T00:00:00,1491,1491,1,MISSING_NEXT_RETURN,0
DOTUSD,126,train,2025-08-31T00:00:00,2025-10-14T00:00:00,1447,1490,44,TERMINAL_FRAGMENT_LT_63,0
DOTUSD,126,validation,2026-02-23T00:00:00,2026-02-23T00:00:00,1622,1622,1,MISSING_NEXT_RETURN,0
DOTUSD,126,validation,2026-02-19T00:00:00,2026-02-22T00:00:00,1618,1621,4,TERMINAL_FRAGMENT_LT_63,0
ETCUSD,126,train,2025-05-17T00:00:00,2025-05-17T00:00:00,2795,2795,1,MISSING_NEXT_RETURN,0
ETCUSD,126,train,2025-04-22T00:00:00,2025-05-16T00:00:00,2770,2794,25,TERMINAL_FRAGMENT_LT_63,0
ETCUSD,126,validation,2026-02-23T00:00:00,2026-02-23T00:00:00,3071,3071,1,MISSING_NEXT_RETURN,0
ETCUSD,126,validation,2026-01-31T00:00:00,2026-02-22T00:00:00,3048,3070,23,TERMINAL_FRAGMENT_LT_63,0
ETHUSD,126,train,2025-04-29T00:00:00,2025-04-29T00:00:00,2973,2973,1,MISSING_NEXT_RETURN,0
ETHUSD,126,train,2025-04-15T00:00:00,2025-04-28T00:00:00,2959,2972,14,TERMINAL_FRAGMENT_LT_63,0
ETHUSD,126,validation,2026-02-23T00:00:00,2026-02-23T00:00:00,3269,3269,1,MISSING_NEXT_RETURN,0
ETHUSD,126,validation,2026-01-11T00:00:00,2026-02-22T00:00:00,3226,3268,43,TERMINAL_FRAGMENT_LT_63,0
LTCUSD,126,train,2024-10-29T00:00:00,2024-10-29T00:00:00,4609,4609,1,MISSING_NEXT_RETURN,0
LTCUSD,126,train,2024-10-17T00:00:00,2024-10-28T00:00:00,4597,4608,12,TERMINAL_FRAGMENT_LT_63,0
LTCUSD,126,validation,2026-02-23T00:00:00,2026-02-23T00:00:00,5087,5087,1,MISSING_NEXT_RETURN,0
LTCUSD,126,validation,2026-01-18T00:00:00,2026-02-22T00:00:00,5051,5086,36,TERMINAL_FRAGMENT_LT_63,0
XRPUSD,126,train,2025-05-04T00:00:00,2025-05-04T00:00:00,3093,3093,1,MISSING_NEXT_RETURN,0
XRPUSD,126,train,2025-04-08T00:00:00,2025-05-03T00:00:00,3067,3092,26,TERMINAL_FRAGMENT_LT_63,0
XRPUSD,126,validation,2026-02-23T00:00:00,2026-02-23T00:00:00,3384,3384,1,MISSING_NEXT_RETURN,0
XRPUSD,126,validation,2026-01-16T00:00:00,2026-02-22T00:00:00,3346,3383,38,TERMINAL_FRAGMENT_LT_63,0
AAVUSD,126,train,2025-09-20T00:00:00,2025-09-20T00:00:00,1716,1716,1,MISSING_NEXT_RETURN,0
AAVUSD,126,train,2025-09-02T00:00:00,2025-09-19T00:00:00,1699,1715,17,TERMINAL_FRAGMENT_LT_63,0
AAVUSD,126,validation,2026-02-23T00:00:00,2026-02-23T00:00:00,1872,1872,1,MISSING_NEXT_RETURN,0
AAVUSD,126,validation,2026-01-25T00:00:00,2026-02-22T00:00:00,1843,1871,29,TERMINAL_FRAGMENT_LT_63,0
ALGUSD,126,train,2025-08-07T00:00:00,2025-08-07T00:00:00,2113,2113,1,MISSING_NEXT_RETURN,0
ALGUSD,126,train,2021-01-24T00:00:00,2021-01-25T00:00:00,466,467,2,TERMINAL_FRAGMENT_LT_63,0
ALGUSD,126,train,2025-07-31T00:00:00,2025-08-06T00:00:00,2107,2112,6,TERMINAL_FRAGMENT_LT_63,0
ALGUSD,126,validation,2026-02-23T00:00:00,2026-02-23T00:00:00,2311,2311,1,MISSING_NEXT_RETURN,0
ALGUSD,126,validation,2026-02-15T00:00:00,2026-02-22T00:00:00,2303,2310,8,TERMINAL_FRAGMENT_LT_63,0
BARUSD,126,train,2025-09-27T00:00:00,2025-09-27T00:00:00,1649,1649,1,MISSING_NEXT_RETURN,0
BARUSD,126,train,2025-09-14T00:00:00,2025-09-26T00:00:00,1636,1648,13,TERMINAL_FRAGMENT_LT_63,0
BARUSD,126,validation,2026-02-23T00:00:00,2026-02-23T00:00:00,1798,1798,1,MISSING_NEXT_RETURN,0
BARUSD,126,validation,2026-02-01T00:00:00,2026-02-22T00:00:00,1776,1797,22,TERMINAL_FRAGMENT_LT_63,0
BNBUSD,126,train,2025-05-11T00:00:00,2025-05-11T00:00:00,2847,2847,1,MISSING_NEXT_RETURN,0
BNBUSD,126,train,2025-04-27T00:00:00,2025-05-10T00:00:00,2833,2846,14,TERMINAL_FRAGMENT_LT_63,0
BNBUSD,126,validation,2026-02-23T00:00:00,2026-02-23T00:00:00,3129,3129,1,MISSING_NEXT_RETURN,0
BNBUSD,126,validation,2026-01-25T00:00:00,2026-02-22T00:00:00,3100,3128,29,TERMINAL_FRAGMENT_LT_63,0
DOGEUSD,126,train,2025-10-15T00:00:00,2025-10-15T00:00:00,1491,1491,1,MISSING_NEXT_RETURN,0
DOGEUSD,126,train,2025-08-31T00:00:00,2025-10-14T00:00:00,1447,1490,44,TERMINAL_FRAGMENT_LT_63,0
DOGEUSD,126,validation,2026-02-23T00:00:00,2026-02-23T00:00:00,1622,1622,1,MISSING_NEXT_RETURN,0
DOGEUSD,126,validation,2026-02-19T00:00:00,2026-02-22T00:00:00,1618,1621,4,TERMINAL_FRAGMENT_LT_63,0
FETUSD,126,train,2026-01-22T00:00:00,2026-01-22T00:00:00,591,591,1,MISSING_NEXT_RETURN,0
FETUSD,126,train,2025-12-27T00:00:00,2026-01-21T00:00:00,565,590,26,TERMINAL_FRAGMENT_LT_63,0
FETUSD,126,validation,2026-02-23T00:00:00,2026-02-23T00:00:00,623,623,1,MISSING_NEXT_RETURN,0
FETUSD,126,validation,2026-01-23T00:00:00,2026-02-22T00:00:00,592,622,31,TERMINAL_FRAGMENT_LT_63,0
FETUSD,126,validation,2026-01-23T00:00:00,2026-02-23T00:00:00,592,623,32,NO_FULL_VALIDATION_SEQUENCE,4
GALUSD,126,train,2025-10-15T00:00:00,2025-10-15T00:00:00,1482,1482,1,MISSING_NEXT_RETURN,0
GALUSD,126,train,2025-09-10T00:00:00,2025-10-14T00:00:00,1447,1481,35,TERMINAL_FRAGMENT_LT_63,0
GALUSD,126,validation,2026-02-23T00:00:00,2026-02-23T00:00:00,1613,1613,1,MISSING_NEXT_RETURN,0
GALUSD,126,validation,2026-02-19T00:00:00,2026-02-22T00:00:00,1609,1612,4,TERMINAL_FRAGMENT_LT_63,0
GRTUSD,126,train,2025-09-20T00:00:00,2025-09-20T00:00:00,1715,1715,1,MISSING_NEXT_RETURN,0
GRTUSD,126,train,2025-09-03T00:00:00,2025-09-19T00:00:00,1699,1714,16,TERMINAL_FRAGMENT_LT_63,0
GRTUSD,126,validation,2026-02-23T00:00:00,2026-02-23T00:00:00,1871,1871,1,MISSING_NEXT_RETURN,0
GRTUSD,126,validation,2026-01-25T00:00:00,2026-02-22T00:00:00,1842,1870,29,TERMINAL_FRAGMENT_LT_63,0
