asset_id,lbw,state,missing_reason,cpd_csv_path,row_count,canonical_row_count,first_timestamp,last_timestamp,success_count,retry_success_count,fallback_previous_count,baseline_failure_count,changepoint_failure_count,invalid_window_count,output_row_count,retry_used_count,fallback_used_count
COCOA.c,10,present,,artifacts/features/cpd/lbw_10/COCOA.c_cpd.csv,776,776,2023-01-19T00:00:00,2026-02-20T00:00:00,764,1,0,0,0,11,765,1,0
COCOA.c,21,present,,artifacts/features/cpd/lbw_21/COCOA.c_cpd.csv,776,776,2023-01-19T00:00:00,2026-02-20T00:00:00,751,3,0,0,0,22,754,3,0
COCOA.c,63,present,,artifacts/features/cpd/lbw_63/COCOA.c_cpd.csv,776,776,2023-01-19T00:00:00,2026-02-20T00:00:00,712,0,0,0,0,64,712,0,0
COCOA.c,126,present,,artifacts/features/cpd/lbw_126/COCOA.c_cpd.csv,776,776,2023-01-19T00:00:00,2026-02-20T00:00:00,648,1,0,0,0,127,649,1,0
COCOA.c,252,present,,artifacts/features/cpd/lbw_252/COCOA.c_cpd.csv,776,776,2023-01-19T00:00:00,2026-02-20T00:00:00,523,0,0,0,0,253,523,0,0
COFFEE.c,10,present,,artifacts/features/cpd/lbw_10/COFFEE.c_cpd.csv,776,776,2023-01-19T00:00:00,2026-02-20T00:00:00,762,3,0,0,0,11,765,3,0
COFFEE.c,21,present,,artifacts/features/cpd/lbw_21/COFFEE.c_cpd.csv,776,776,2023-01-19T00:00:00,2026-02-20T00:00:00,754,0,0,0,0,22,754,0,0
COFFEE.c,63,present,,artifacts/features/cpd/lbw_63/COFFEE.c_cpd.csv,776,776,2023-01-19T00:00:00,2026-02-20T00:00:00,712,0,0,0,0,64,712,0,0
COFFEE.c,126,present,,artifacts/features/cpd/lbw_126/COFFEE.c_cpd.csv,776,776,2023-01-19T00:00:00,2026-02-20T00:00:00,648,1,0,0,0,127,649,1,0
COFFEE.c,252,present,,artifacts/features/cpd/lbw_252/COFFEE.c_cpd.csv,776,776,2023-01-19T00:00:00,2026-02-20T00:00:00,523,0,0,0,0,253,523,0,0
CORN.c,10,present,,artifacts/features/cpd/lbw_10/CORN.c_cpd.csv,728,728,2023-03-30T00:00:00,2026-02-23T00:00:00,717,0,0,0,0,11,717,0,0
CORN.c,21,present,,artifacts/features/cpd/lbw_21/CORN.c_cpd.csv,728,728,2023-03-30T00:00:00,2026-02-23T00:00:00,703,3,0,0,0,22,706,3,0
CORN.c,63,present,,artifacts/features/cpd/lbw_63/CORN.c_cpd.csv,728,728,2023-03-30T00:00:00,2026-02-23T00:00:00,664,0,0,0,0,64,664,0,0
CORN.c,126,present,,artifacts/features/cpd/lbw_126/CORN.c_cpd.csv,728,728,2023-03-30T00:00:00,2026-02-23T00:00:00,601,0,0,0,0,127,601,0,0
CORN.c,252,present,,artifacts/features/cpd/lbw_252/CORN.c_cpd.csv,728,728,2023-03-30T00:00:00,2026-02-23T00:00:00,474,1,0,0,0,253,475,1,0
SOYBEAN.c,10,present,,artifacts/features/cpd/lbw_10/SOYBEAN.c_cpd.csv,641,641,2023-08-04T00:00:00,2026-02-23T00:00:00,628,1,1,0,0,11,630,2,1
SOYBEAN.c,21,present,,artifacts/features/cpd/lbw_21/SOYBEAN.c_cpd.csv,641,641,2023-08-04T00:00:00,2026-02-23T00:00:00,619,0,0,0,0,22,619,0,0
SOYBEAN.c,63,present,,artifacts/features/cpd/lbw_63/SOYBEAN.c_cpd.csv,641,641,2023-08-04T00:00:00,2026-02-23T00:00:00,577,0,0,0,0,64,577,0,0
SOYBEAN.c,126,present,,artifacts/features/cpd/lbw_126/SOYBEAN.c_cpd.csv,641,641,2023-08-04T00:00:00,2026-02-23T00:00:00,514,0,0,0,0,127,514,0,0
SOYBEAN.c,252,present,,artifacts/features/cpd/lbw_252/SOYBEAN.c_cpd.csv,641,641,2023-08-04T00:00:00,2026-02-23T00:00:00,388,0,0,0,0,253,388,0,0
WHEAT.c,10,present,,artifacts/features/cpd/lbw_10/WHEAT.c_cpd.csv,731,731,2023-03-27T00:00:00,2026-02-23T00:00:00,719,1,0,0,0,11,720,1,0
WHEAT.c,21,present,,artifacts/features/cpd/lbw_21/WHEAT.c_cpd.csv,731,731,2023-03-27T00:00:00,2026-02-23T00:00:00,709,0,0,0,0,22,709,0,0
WHEAT.c,63,present,,artifacts/features/cpd/lbw_63/WHEAT.c_cpd.csv,731,731,2023-03-27T00:00:00,2026-02-23T00:00:00,667,0,0,0,0,64,667,0,0
WHEAT.c,126,present,,artifacts/features/cpd/lbw_126/WHEAT.c_cpd.csv,731,731,2023-03-27T00:00:00,2026-02-23T00:00:00,604,0,0,0,0,127,604,0,0
WHEAT.c,252,present,,artifacts/features/cpd/lbw_252/WHEAT.c_cpd.csv,731,731,2023-03-27T00:00:00,2026-02-23T00:00:00,478,0,0,0,0,253,478,0,0
GER40.cash,10,present,,artifacts/features/cpd/lbw_10/GER40.cash_cpd.csv,1941,1941,2017-12-28T00:00:00,2026-02-23T00:00:00,1924,4,2,0,0,11,1930,6,2
GER40.cash,21,present,,artifacts/features/cpd/lbw_21/GER40.cash_cpd.csv,1941,1941,2017-12-28T00:00:00,2026-02-23T00:00:00,1918,0,1,0,0,22,1919,1,1
GER40.cash,63,present,,artifacts/features/cpd/lbw_63/GER40.cash_cpd.csv,1941,1941,2017-12-28T00:00:00,2026-02-23T00:00:00,1877,0,0,0,0,64,1877,0,0
GER40.cash,126,present,,artifacts/features/cpd/lbw_126/GER40.cash_cpd.csv,1941,1941,2017-12-28T00:00:00,2026-02-23T00:00:00,1814,0,0,0,0,127,1814,0,0
GER40.cash,252,present,,artifacts/features/cpd/lbw_252/GER40.cash_cpd.csv,1941,1941,2017-12-28T00:00:00,2026-02-23T00:00:00,1688,0,0,0,0,253,1688,0,0
UK100.cash,10,present,,artifacts/features/cpd/lbw_10/UK100.cash_cpd.csv,2115,2115,2017-12-28T00:00:00,2026-02-23T00:00:00,2098,4,2,0,0,11,2104,6,2
UK100.cash,21,present,,artifacts/features/cpd/lbw_21/UK100.cash_cpd.csv,2115,2115,2017-12-28T00:00:00,2026-02-23T00:00:00,2088,5,0,0,0,22,2093,5,0
UK100.cash,63,present,,artifacts/features/cpd/lbw_63/UK100.cash_cpd.csv,2115,2115,2017-12-28T00:00:00,2026-02-23T00:00:00,2051,0,0,0,0,64,2051,0,0
UK100.cash,126,present,,artifacts/features/cpd/lbw_126/UK100.cash_cpd.csv,2115,2115,2017-12-28T00:00:00,2026-02-23T00:00:00,1988,0,0,0,0,127,1988,0,0
UK100.cash,252,present,,artifacts/features/cpd/lbw_252/UK100.cash_cpd.csv,2115,2115,2017-12-28T00:00:00,2026-02-23T00:00:00,1862,0,0,0,0,253,1862,0,0
US100.cash,10,present,,artifacts/features/cpd/lbw_10/US100.cash_cpd.csv,2106,2106,2017-12-29T00:00:00,2026-02-23T00:00:00,2092,3,0,0,0,11,2095,3,0
US100.cash,21,present,,artifacts/features/cpd/lbw_21/US100.cash_cpd.csv,2106,2106,2017-12-29T00:00:00,2026-02-23T00:00:00,2083,1,0,0,0,22,2084,1,0
US100.cash,63,present,,artifacts/features/cpd/lbw_63/US100.cash_cpd.csv,2106,2106,2017-12-29T00:00:00,2026-02-23T00:00:00,2041,1,0,0,0,64,2042,1,0
US100.cash,126,present,,artifacts/features/cpd/lbw_126/US100.cash_cpd.csv,2106,2106,2017-12-29T00:00:00,2026-02-23T00:00:00,1979,0,0,0,0,127,1979,0,0
US100.cash,252,present,,artifacts/features/cpd/lbw_252/US100.cash_cpd.csv,2106,2106,2017-12-29T00:00:00,2026-02-23T00:00:00,1853,0,0,0,0,253,1853,0,0
US30.cash,10,present,,artifacts/features/cpd/lbw_10/US30.cash_cpd.csv,1799,1799,2019-02-08T00:00:00,2026-02-23T00:00:00,1785,3,0,0,0,11,1788,3,0
US30.cash,21,present,,artifacts/features/cpd/lbw_21/US30.cash_cpd.csv,1799,1799,2019-02-08T00:00:00,2026-02-23T00:00:00,1776,1,0,0,0,22,1777,1,0
US30.cash,63,present,,artifacts/features/cpd/lbw_63/US30.cash_cpd.csv,1799,1799,2019-02-08T00:00:00,2026-02-23T00:00:00,1735,0,0,0,0,64,1735,0,0
US30.cash,126,present,,artifacts/features/cpd/lbw_126/US30.cash_cpd.csv,1799,1799,2019-02-08T00:00:00,2026-02-23T00:00:00,1672,0,0,0,0,127,1672,0,0
US30.cash,252,present,,artifacts/features/cpd/lbw_252/US30.cash_cpd.csv,1799,1799,2019-02-08T00:00:00,2026-02-23T00:00:00,1546,0,0,0,0,253,1546,0,0
US500.cash,10,present,,artifacts/features/cpd/lbw_10/US500.cash_cpd.csv,2106,2106,2017-12-29T00:00:00,2026-02-23T00:00:00,2089,6,0,0,0,11,2095,6,0
US500.cash,21,present,,artifacts/features/cpd/lbw_21/US500.cash_cpd.csv,2106,2106,2017-12-29T00:00:00,2026-02-23T00:00:00,2083,1,0,0,0,22,2084,1,0
US500.cash,63,present,,artifacts/features/cpd/lbw_63/US500.cash_cpd.csv,2106,2106,2017-12-29T00:00:00,2026-02-23T00:00:00,2041,1,0,0,0,64,2042,1,0
US500.cash,126,present,,artifacts/features/cpd/lbw_126/US500.cash_cpd.csv,2106,2106,2017-12-29T00:00:00,2026-02-23T00:00:00,1979,0,0,0,0,127,1979,0,0
US500.cash,252,present,,artifacts/features/cpd/lbw_252/US500.cash_cpd.csv,2106,2106,2017-12-29T00:00:00,2026-02-23T00:00:00,1853,0,0,0,0,253,1853,0,0
AUS200.cash,10,present,,artifacts/features/cpd/lbw_10/AUS200.cash_cpd.csv,1780,1780,2019-02-08T00:00:00,2026-02-23T00:00:00,1767,1,1,0,0,11,1769,2,1
AUS200.cash,21,present,,artifacts/features/cpd/lbw_21/AUS200.cash_cpd.csv,1780,1780,2019-02-08T00:00:00,2026-02-23T00:00:00,1758,0,0,0,0,22,1758,0,0
AUS200.cash,63,present,,artifacts/features/cpd/lbw_63/AUS200.cash_cpd.csv,1780,1780,2019-02-08T00:00:00,2026-02-23T00:00:00,1715,1,0,0,0,64,1716,1,0
AUS200.cash,126,present,,artifacts/features/cpd/lbw_126/AUS200.cash_cpd.csv,1780,1780,2019-02-08T00:00:00,2026-02-23T00:00:00,1653,0,0,0,0,127,1653,0,0
AUS200.cash,252,present,,artifacts/features/cpd/lbw_252/AUS200.cash_cpd.csv,1780,1780,2019-02-08T00:00:00,2026-02-23T00:00:00,1527,0,0,0,0,253,1527,0,0
EU50.cash,10,present,,artifacts/features/cpd/lbw_10/EU50.cash_cpd.csv,2075,2075,2017-12-29T00:00:00,2026-02-20T00:00:00,2058,5,1,0,0,11,2064,6,1
EU50.cash,21,present,,artifacts/features/cpd/lbw_21/EU50.cash_cpd.csv,2075,2075,2017-12-29T00:00:00,2026-02-20T00:00:00,2051,1,1,0,0,22,2053,2,1
EU50.cash,63,present,,artifacts/features/cpd/lbw_63/EU50.cash_cpd.csv,2075,2075,2017-12-29T00:00:00,2026-02-20T00:00:00,2011,0,0,0,0,64,2011,0,0
EU50.cash,126,present,,artifacts/features/cpd/lbw_126/EU50.cash_cpd.csv,2075,2075,2017-12-29T00:00:00,2026-02-20T00:00:00,1947,1,0,0,0,127,1948,1,0
EU50.cash,252,present,,artifacts/features/cpd/lbw_252/EU50.cash_cpd.csv,2075,2075,2017-12-29T00:00:00,2026-02-20T00:00:00,1822,0,0,0,0,253,1822,0,0
FRA40.cash,10,present,,artifacts/features/cpd/lbw_10/FRA40.cash_cpd.csv,2085,2085,2017-12-29T00:00:00,2026-02-20T00:00:00,2068,6,0,0,0,11,2074,6,0
FRA40.cash,21,present,,artifacts/features/cpd/lbw_21/FRA40.cash_cpd.csv,2085,2085,2017-12-29T00:00:00,2026-02-20T00:00:00,2055,8,0,0,0,22,2063,8,0
FRA40.cash,63,present,,artifacts/features/cpd/lbw_63/FRA40.cash_cpd.csv,2085,2085,2017-12-29T00:00:00,2026-02-20T00:00:00,2020,1,0,0,0,64,2021,1,0
FRA40.cash,126,present,,artifacts/features/cpd/lbw_126/FRA40.cash_cpd.csv,2085,2085,2017-12-29T00:00:00,2026-02-20T00:00:00,1958,0,0,0,0,127,1958,0,0
FRA40.cash,252,present,,artifacts/features/cpd/lbw_252/FRA40.cash_cpd.csv,2085,2085,2017-12-29T00:00:00,2026-02-20T00:00:00,1832,0,0,0,0,253,1832,0,0
HK50.cash,10,present,,artifacts/features/cpd/lbw_10/HK50.cash_cpd.csv,1771,1771,2018-12-17T00:00:00,2026-02-23T00:00:00,1753,5,2,0,0,11,1760,7,2
HK50.cash,21,present,,artifacts/features/cpd/lbw_21/HK50.cash_cpd.csv,1771,1771,2018-12-17T00:00:00,2026-02-23T00:00:00,1747,1,1,0,0,22,1749,2,1
HK50.cash,63,present,,artifacts/features/cpd/lbw_63/HK50.cash_cpd.csv,1771,1771,2018-12-17T00:00:00,2026-02-23T00:00:00,1707,0,0,0,0,64,1707,0,0
HK50.cash,126,present,,artifacts/features/cpd/lbw_126/HK50.cash_cpd.csv,1771,1771,2018-12-17T00:00:00,2026-02-23T00:00:00,1644,0,0,0,0,127,1644,0,0
HK50.cash,252,present,,artifacts/features/cpd/lbw_252/HK50.cash_cpd.csv,1771,1771,2018-12-17T00:00:00,2026-02-23T00:00:00,1518,0,0,0,0,253,1518,0,0
JP225.cash,10,present,,artifacts/features/cpd/lbw_10/JP225.cash_cpd.csv,2159,2159,2017-12-28T00:00:00,2026-02-23T00:00:00,2141,5,2,0,0,11,2148,7,2
JP225.cash,21,present,,artifacts/features/cpd/lbw_21/JP225.cash_cpd.csv,2159,2159,2017-12-28T00:00:00,2026-02-23T00:00:00,2134,3,0,0,0,22,2137,3,0
JP225.cash,63,present,,artifacts/features/cpd/lbw_63/JP225.cash_cpd.csv,2159,2159,2017-12-28T00:00:00,2026-02-23T00:00:00,2095,0,0,0,0,64,2095,0,0
JP225.cash,126,present,,artifacts/features/cpd/lbw_126/JP225.cash_cpd.csv,2159,2159,2017-12-28T00:00:00,2026-02-23T00:00:00,2031,1,0,0,0,127,2032,1,0
JP225.cash,252,present,,artifacts/features/cpd/lbw_252/JP225.cash_cpd.csv,2159,2159,2017-12-28T00:00:00,2026-02-23T00:00:00,1906,0,0,0,0,253,1906,0,0
N25.cash,10,present,,artifacts/features/cpd/lbw_10/N25.cash_cpd.csv,1200,1200,2020-11-12T00:00:00,2026-02-20T00:00:00,1186,3,0,0,0,11,1189,3,0
N25.cash,21,present,,artifacts/features/cpd/lbw_21/N25.cash_cpd.csv,1200,1200,2020-11-12T00:00:00,2026-02-20T00:00:00,1178,0,0,0,0,22,1178,0,0
N25.cash,63,present,,artifacts/features/cpd/lbw_63/N25.cash_cpd.csv,1200,1200,2020-11-12T00:00:00,2026-02-20T00:00:00,1136,0,0,0,0,64,1136,0,0
N25.cash,126,present,,artifacts/features/cpd/lbw_126/N25.cash_cpd.csv,1200,1200,2020-11-12T00:00:00,2026-02-20T00:00:00,1073,0,0,0,0,127,1073,0,0
N25.cash,252,present,,artifacts/features/cpd/lbw_252/N25.cash_cpd.csv,1200,1200,2020-11-12T00:00:00,2026-02-20T00:00:00,947,0,0,0,0,253,947,0,0
SPN35.cash,10,present,,artifacts/features/cpd/lbw_10/SPN35.cash_cpd.csv,1353,1353,2020-11-09T00:00:00,2026-02-20T00:00:00,1335,6,1,0,0,11,1342,7,1
SPN35.cash,21,present,,artifacts/features/cpd/lbw_21/SPN35.cash_cpd.csv,1353,1353,2020-11-09T00:00:00,2026-02-20T00:00:00,1329,2,0,0,0,22,1331,2,0
SPN35.cash,63,present,,artifacts/features/cpd/lbw_63/SPN35.cash_cpd.csv,1353,1353,2020-11-09T00:00:00,2026-02-20T00:00:00,1289,0,0,0,0,64,1289,0,0
SPN35.cash,126,present,,artifacts/features/cpd/lbw_126/SPN35.cash_cpd.csv,1353,1353,2020-11-09T00:00:00,2026-02-20T00:00:00,1226,0,0,0,0,127,1226,0,0
SPN35.cash,252,present,,artifacts/features/cpd/lbw_252/SPN35.cash_cpd.csv,1353,1353,2020-11-09T00:00:00,2026-02-20T00:00:00,1100,0,0,0,0,253,1100,0,0
UKOIL.cash,10,present,,artifacts/features/cpd/lbw_10/UKOIL.cash_cpd.csv,2539,2539,2016-04-22T00:00:00,2026-02-23T00:00:00,2524,3,1,0,0,11,2528,4,1
UKOIL.cash,21,present,,artifacts/features/cpd/lbw_21/UKOIL.cash_cpd.csv,2539,2539,2016-04-22T00:00:00,2026-02-23T00:00:00,2513,3,1,0,0,22,2517,4,1
UKOIL.cash,63,present,,artifacts/features/cpd/lbw_63/UKOIL.cash_cpd.csv,2539,2539,2016-04-22T00:00:00,2026-02-23T00:00:00,2475,0,0,0,0,64,2475,0,0
UKOIL.cash,126,present,,artifacts/features/cpd/lbw_126/UKOIL.cash_cpd.csv,2539,2539,2016-04-22T00:00:00,2026-02-23T00:00:00,2412,0,0,0,0,127,2412,0,0
UKOIL.cash,252,present,,artifacts/features/cpd/lbw_252/UKOIL.cash_cpd.csv,2539,2539,2016-04-22T00:00:00,2026-02-23T00:00:00,2286,0,0,0,0,253,2286,0,0
US2000.cash,10,present,,artifacts/features/cpd/lbw_10/US2000.cash_cpd.csv,2087,2087,2018-01-23T00:00:00,2026-02-23T00:00:00,2071,4,1,0,0,11,2076,5,1
US2000.cash,21,present,,artifacts/features/cpd/lbw_21/US2000.cash_cpd.csv,2087,2087,2018-01-23T00:00:00,2026-02-23T00:00:00,2061,4,0,0,0,22,2065,4,0
US2000.cash,63,present,,artifacts/features/cpd/lbw_63/US2000.cash_cpd.csv,2087,2087,2018-01-23T00:00:00,2026-02-23T00:00:00,2022,1,0,0,0,64,2023,1,0
US2000.cash,126,present,,artifacts/features/cpd/lbw_126/US2000.cash_cpd.csv,2087,2087,2018-01-23T00:00:00,2026-02-23T00:00:00,1960,0,0,0,0,127,1960,0,0
US2000.cash,252,present,,artifacts/features/cpd/lbw_252/US2000.cash_cpd.csv,2087,2087,2018-01-23T00:00:00,2026-02-23T00:00:00,1834,0,0,0,0,253,1834,0,0
USOIL.cash,10,present,,artifacts/features/cpd/lbw_10/USOIL.cash_cpd.csv,1329,1329,2020-12-31T00:00:00,2026-02-23T00:00:00,1314,4,0,0,0,11,1318,4,0
USOIL.cash,21,present,,artifacts/features/cpd/lbw_21/USOIL.cash_cpd.csv,1329,1329,2020-12-31T00:00:00,2026-02-23T00:00:00,1305,2,0,0,0,22,1307,2,0
USOIL.cash,63,present,,artifacts/features/cpd/lbw_63/USOIL.cash_cpd.csv,1329,1329,2020-12-31T00:00:00,2026-02-23T00:00:00,1265,0,0,0,0,64,1265,0,0
USOIL.cash,126,present,,artifacts/features/cpd/lbw_126/USOIL.cash_cpd.csv,1329,1329,2020-12-31T00:00:00,2026-02-23T00:00:00,1202,0,0,0,0,127,1202,0,0
USOIL.cash,252,present,,artifacts/features/cpd/lbw_252/USOIL.cash_cpd.csv,1329,1329,2020-12-31T00:00:00,2026-02-23T00:00:00,1076,0,0,0,0,253,1076,0,0
DXY.cash,10,present,,artifacts/features/cpd/lbw_10/DXY.cash_cpd.csv,320,320,2024-11-26T00:00:00,2026-02-23T00:00:00,306,3,0,0,0,11,309,3,0
DXY.cash,21,present,,artifacts/features/cpd/lbw_21/DXY.cash_cpd.csv,320,320,2024-11-26T00:00:00,2026-02-23T00:00:00,297,1,0,0,0,22,298,1,0
DXY.cash,63,present,,artifacts/features/cpd/lbw_63/DXY.cash_cpd.csv,320,320,2024-11-26T00:00:00,2026-02-23T00:00:00,256,0,0,0,0,64,256,0,0
DXY.cash,126,present,,artifacts/features/cpd/lbw_126/DXY.cash_cpd.csv,320,320,2024-11-26T00:00:00,2026-02-23T00:00:00,193,0,0,0,0,127,193,0,0
DXY.cash,252,present,,artifacts/features/cpd/lbw_252/DXY.cash_cpd.csv,320,320,2024-11-26T00:00:00,2026-02-23T00:00:00,67,0,0,0,0,253,67,0,0
NATGAS.cash,10,present,,artifacts/features/cpd/lbw_10/NATGAS.cash_cpd.csv,344,344,2024-10-23T00:00:00,2026-02-23T00:00:00,332,0,1,0,0,11,333,1,1
NATGAS.cash,21,present,,artifacts/features/cpd/lbw_21/NATGAS.cash_cpd.csv,344,344,2024-10-23T00:00:00,2026-02-23T00:00:00,321,1,0,0,0,22,322,1,0
NATGAS.cash,63,present,,artifacts/features/cpd/lbw_63/NATGAS.cash_cpd.csv,344,344,2024-10-23T00:00:00,2026-02-23T00:00:00,280,0,0,0,0,64,280,0,0
NATGAS.cash,126,present,,artifacts/features/cpd/lbw_126/NATGAS.cash_cpd.csv,344,344,2024-10-23T00:00:00,2026-02-23T00:00:00,217,0,0,0,0,127,217,0,0
NATGAS.cash,252,present,,artifacts/features/cpd/lbw_252/NATGAS.cash_cpd.csv,344,344,2024-10-23T00:00:00,2026-02-23T00:00:00,91,0,0,0,0,253,91,0,0
ADAUSD,10,present,,artifacts/features/cpd/lbw_10/ADAUSD_cpd.csv,1623,1623,2021-09-08T00:00:00,2026-02-23T00:00:00,1608,3,1,0,0,11,1612,4,1
ADAUSD,21,present,,artifacts/features/cpd/lbw_21/ADAUSD_cpd.csv,1623,1623,2021-09-08T00:00:00,2026-02-23T00:00:00,1601,0,0,0,0,22,1601,0,0
ADAUSD,63,present,,artifacts/features/cpd/lbw_63/ADAUSD_cpd.csv,1623,1623,2021-09-08T00:00:00,2026-02-23T00:00:00,1559,0,0,0,0,64,1559,0,0
ADAUSD,126,present,,artifacts/features/cpd/lbw_126/ADAUSD_cpd.csv,1623,1623,2021-09-08T00:00:00,2026-02-23T00:00:00,1496,0,0,0,0,127,1496,0,0
ADAUSD,252,present,,artifacts/features/cpd/lbw_252/ADAUSD_cpd.csv,1623,1623,2021-09-08T00:00:00,2026-02-23T00:00:00,1370,0,0,0,0,253,1370,0,0
AVAUSD,10,present,,artifacts/features/cpd/lbw_10/AVAUSD_cpd.csv,1975,1975,2020-09-22T00:00:00,2026-02-23T00:00:00,1962,1,1,0,0,11,1964,2,1
AVAUSD,21,present,,artifacts/features/cpd/lbw_21/AVAUSD_cpd.csv,1975,1975,2020-09-22T00:00:00,2026-02-23T00:00:00,1946,7,0,0,0,22,1953,7,0
AVAUSD,63,present,,artifacts/features/cpd/lbw_63/AVAUSD_cpd.csv,1975,1975,2020-09-22T00:00:00,2026-02-23T00:00:00,1911,0,0,0,0,64,1911,0,0
AVAUSD,126,present,,artifacts/features/cpd/lbw_126/AVAUSD_cpd.csv,1975,1975,2020-09-22T00:00:00,2026-02-23T00:00:00,1848,0,0,0,0,127,1848,0,0
AVAUSD,252,present,,artifacts/features/cpd/lbw_252/AVAUSD_cpd.csv,1975,1975,2020-09-22T00:00:00,2026-02-23T00:00:00,1722,0,0,0,0,253,1722,0,0
