lbw,asset_id,state,rows_written,last_timestamp,retry_count,fallback_count,started_at,finished_at,output_path,error_message
21,COFFEE.c,completed,776,2026-02-20T00:00:00,0,0,2026-04-23T22:42:48Z,2026-04-23T22:46:41Z,artifacts/features/cpd/lbw_21/COFFEE.c_cpd.csv,
63,COFFEE.c,completed,776,2026-02-20T00:00:00,0,0,2026-04-24T20:00:57Z,2026-04-24T20:00:57Z,artifacts/features/cpd/lbw_63/COFFEE.c_cpd.csv,
126,COFFEE.c,completed,776,2026-02-20T00:00:00,1,0,2026-04-25T21:55:09Z,2026-04-25T21:55:09Z,artifacts/features/cpd/lbw_126/COFFEE.c_cpd.csv,
252,COFFEE.c,completed,776,2026-02-20T00:00:00,0,0,2026-04-27T11:20:52Z,2026-04-27T11:20:52Z,artifacts/features/cpd/lbw_252/COFFEE.c_cpd.csv,
10,CORN.c,completed,728,2026-02-23T00:00:00,0,0,2026-04-23T08:13:33Z,2026-04-23T08:17:24Z,artifacts/features/cpd/lbw_10/CORN.c_cpd.csv,
21,CORN.c,completed,728,2026-02-23T00:00:00,3,0,2026-04-23T22:46:50Z,2026-04-23T22:50:26Z,artifacts/features/cpd/lbw_21/CORN.c_cpd.csv,
63,CORN.c,completed,728,2026-02-23T00:00:00,0,0,2026-04-24T20:01:01Z,2026-04-24T20:01:01Z,artifacts/features/cpd/lbw_63/CORN.c_cpd.csv,
126,CORN.c,completed,728,2026-02-23T00:00:00,0,0,2026-04-25T21:55:12Z,2026-04-25T21:55:12Z,artifacts/features/cpd/lbw_126/CORN.c_cpd.csv,
252,CORN.c,completed,728,2026-02-23T00:00:00,1,0,2026-04-27T11:20:52Z,2026-04-27T11:20:52Z,artifacts/features/cpd/lbw_252/CORN.c_cpd.csv,
10,DASHUSD,completed,1918,2026-02-23T00:00:00,9,0,2026-04-23T08:13:33Z,2026-04-23T08:23:40Z,artifacts/features/cpd/lbw_10/DASHUSD_cpd.csv,
21,DASHUSD,completed,1918,2026-02-23T00:00:00,3,2,2026-04-23T22:50:36Z,2026-04-23T23:00:06Z,artifacts/features/cpd/lbw_21/DASHUSD_cpd.csv,
63,DASHUSD,completed,1918,2026-02-23T00:00:00,0,0,2026-04-24T20:01:01Z,2026-04-24T20:01:01Z,artifacts/features/cpd/lbw_63/DASHUSD_cpd.csv,
126,DASHUSD,completed,1918,2026-02-23T00:00:00,2,0,2026-04-25T21:55:12Z,2026-04-25T21:55:12Z,artifacts/features/cpd/lbw_126/DASHUSD_cpd.csv,
252,DASHUSD,completed,1918,2026-02-23T00:00:00,1,0,2026-04-27T11:20:55Z,2026-04-27T11:20:55Z,artifacts/features/cpd/lbw_252/DASHUSD_cpd.csv,
10,DBKGn,completed,1731,2026-02-20T00:00:00,7,0,2026-04-23T08:17:33Z,2026-04-23T08:26:37Z,artifacts/features/cpd/lbw_10/DBKGn_cpd.csv,
21,DBKGn,completed,1731,2026-02-20T00:00:00,3,0,2026-04-23T23:00:25Z,2026-04-23T23:08:58Z,artifacts/features/cpd/lbw_21/DBKGn_cpd.csv,
63,DBKGn,completed,1731,2026-02-20T00:00:00,0,0,2026-04-24T20:01:04Z,2026-04-24T20:01:04Z,artifacts/features/cpd/lbw_63/DBKGn_cpd.csv,
126,DBKGn,completed,1731,2026-02-20T00:00:00,0,0,2026-04-25T21:55:15Z,2026-04-25T21:55:15Z,artifacts/features/cpd/lbw_126/DBKGn_cpd.csv,
252,DBKGn,completed,1731,2026-02-20T00:00:00,0,0,2026-04-27T11:20:55Z,2026-04-27T11:20:55Z,artifacts/features/cpd/lbw_252/DBKGn_cpd.csv,
10,DOGEUSD,completed,1623,2026-02-23T00:00:00,3,0,2026-04-23T08:24:00Z,2026-04-23T08:32:46Z,artifacts/features/cpd/lbw_10/DOGEUSD_cpd.csv,
21,DOGEUSD,completed,1623,2026-02-23T00:00:00,4,2,2026-04-23T23:09:17Z,2026-04-23T23:17:15Z,artifacts/features/cpd/lbw_21/DOGEUSD_cpd.csv,
63,DOGEUSD,completed,1623,2026-02-23T00:00:00,0,0,2026-04-24T20:01:04Z,2026-04-24T20:01:04Z,artifacts/features/cpd/lbw_63/DOGEUSD_cpd.csv,
126,DOGEUSD,completed,1623,2026-02-23T00:00:00,0,0,2026-04-25T21:55:15Z,2026-04-25T21:55:15Z,artifacts/features/cpd/lbw_126/DOGEUSD_cpd.csv,
252,DOGEUSD,completed,1623,2026-02-23T00:00:00,0,0,2026-04-27T11:20:55Z,2026-04-27T11:20:55Z,artifacts/features/cpd/lbw_252/DOGEUSD_cpd.csv,
10,DOTUSD,completed,1623,2026-02-23T00:00:00,3,0,2026-04-23T08:26:54Z,2026-04-23T08:35:36Z,artifacts/features/cpd/lbw_10/DOTUSD_cpd.csv,
21,DOTUSD,completed,1623,2026-02-23T00:00:00,1,0,2026-04-23T23:10:04Z,2026-04-23T23:18:00Z,artifacts/features/cpd/lbw_21/DOTUSD_cpd.csv,
63,DOTUSD,completed,1623,2026-02-23T00:00:00,0,0,2026-04-24T20:01:07Z,2026-04-24T20:01:07Z,artifacts/features/cpd/lbw_63/DOTUSD_cpd.csv,
126,DOTUSD,completed,1623,2026-02-23T00:00:00,0,0,2026-04-25T21:55:18Z,2026-04-25T21:55:18Z,artifacts/features/cpd/lbw_126/DOTUSD_cpd.csv,
252,DOTUSD,completed,1623,2026-02-23T00:00:00,0,0,2026-04-27T11:20:58Z,2026-04-27T11:20:58Z,artifacts/features/cpd/lbw_252/DOTUSD_cpd.csv,
10,DXY.cash,completed,320,2026-02-23T00:00:00,3,0,2026-04-23T08:33:04Z,2026-04-23T08:34:41Z,artifacts/features/cpd/lbw_10/DXY.cash_cpd.csv,
21,DXY.cash,completed,320,2026-02-23T00:00:00,1,0,2026-04-23T23:17:32Z,2026-04-23T23:19:00Z,artifacts/features/cpd/lbw_21/DXY.cash_cpd.csv,
63,DXY.cash,completed,320,2026-02-23T00:00:00,0,0,2026-04-24T20:01:07Z,2026-04-24T20:01:07Z,artifacts/features/cpd/lbw_63/DXY.cash_cpd.csv,
126,DXY.cash,completed,320,2026-02-23T00:00:00,0,0,2026-04-25T21:55:18Z,2026-04-25T21:55:18Z,artifacts/features/cpd/lbw_126/DXY.cash_cpd.csv,
252,DXY.cash,completed,320,2026-02-23T00:00:00,0,0,2026-04-27T11:20:58Z,2026-04-27T11:20:58Z,artifacts/features/cpd/lbw_252/DXY.cash_cpd.csv,
10,ETCUSD,completed,3072,2026-02-23T00:00:00,7,1,2026-04-23T08:34:46Z,2026-04-23T08:51:14Z,artifacts/features/cpd/lbw_10/ETCUSD_cpd.csv,
21,ETCUSD,completed,3072,2026-02-23T00:00:00,1,0,2026-04-23T23:18:16Z,2026-04-23T23:33:28Z,artifacts/features/cpd/lbw_21/ETCUSD_cpd.csv,
63,ETCUSD,completed,3072,2026-02-23T00:00:00,0,0,2026-04-24T20:01:11Z,2026-04-24T20:01:11Z,artifacts/features/cpd/lbw_63/ETCUSD_cpd.csv,
126,ETCUSD,completed,3072,2026-02-23T00:00:00,0,0,2026-04-25T21:55:21Z,2026-04-25T21:55:21Z,artifacts/features/cpd/lbw_126/ETCUSD_cpd.csv,
252,ETCUSD,completed,3072,2026-02-23T00:00:00,0,0,2026-04-27T11:20:58Z,2026-04-27T11:20:58Z,artifacts/features/cpd/lbw_252/ETCUSD_cpd.csv,
10,ETHUSD,completed,3270,2026-02-23T00:00:00,12,2,2026-04-23T08:35:52Z,2026-04-23T08:53:18Z,artifacts/features/cpd/lbw_10/ETHUSD_cpd.csv,
21,ETHUSD,completed,3270,2026-02-23T00:00:00,4,0,2026-04-23T23:19:05Z,2026-04-23T23:35:18Z,artifacts/features/cpd/lbw_21/ETHUSD_cpd.csv,
63,ETHUSD,completed,3270,2026-02-23T00:00:00,2,0,2026-04-24T20:01:11Z,2026-04-24T20:01:11Z,artifacts/features/cpd/lbw_63/ETHUSD_cpd.csv,
126,ETHUSD,completed,3270,2026-02-23T00:00:00,0,0,2026-04-25T21:55:21Z,2026-04-25T21:55:21Z,artifacts/features/cpd/lbw_126/ETHUSD_cpd.csv,
252,ETHUSD,completed,3270,2026-02-23T00:00:00,0,0,2026-04-27T11:21:01Z,2026-04-27T11:21:01Z,artifacts/features/cpd/lbw_252/ETHUSD_cpd.csv,
10,EU50.cash,completed,2075,2026-02-20T00:00:00,6,1,2026-04-23T08:51:43Z,2026-04-23T09:01:58Z,artifacts/features/cpd/lbw_10/EU50.cash_cpd.csv,
21,EU50.cash,completed,2075,2026-02-20T00:00:00,2,1,2026-04-23T23:34:00Z,2026-04-23T23:44:12Z,artifacts/features/cpd/lbw_21/EU50.cash_cpd.csv,
63,EU50.cash,completed,2075,2026-02-20T00:00:00,0,0,2026-04-24T20:01:14Z,2026-04-24T20:01:14Z,artifacts/features/cpd/lbw_63/EU50.cash_cpd.csv,
126,EU50.cash,completed,2075,2026-02-20T00:00:00,1,0,2026-04-25T21:55:24Z,2026-04-25T21:55:24Z,artifacts/features/cpd/lbw_126/EU50.cash_cpd.csv,
252,EU50.cash,completed,2075,2026-02-20T00:00:00,0,0,2026-04-27T11:21:01Z,2026-04-27T11:21:01Z,artifacts/features/cpd/lbw_252/EU50.cash_cpd.csv,
10,EURAUD,completed,5622,2026-02-23T00:00:00,11,0,2026-04-23T08:53:47Z,2026-04-23T09:22:09Z,artifacts/features/cpd/lbw_10/EURAUD_cpd.csv,
21,EURAUD,completed,5622,2026-02-23T00:00:00,7,2,2026-04-23T23:35:48Z,2026-04-24T00:03:52Z,artifacts/features/cpd/lbw_21/EURAUD_cpd.csv,
63,EURAUD,completed,5622,2026-02-23T00:00:00,0,0,2026-04-24T20:01:14Z,2026-04-24T20:01:14Z,artifacts/features/cpd/lbw_63/EURAUD_cpd.csv,
126,EURAUD,completed,5622,2026-02-23T00:00:00,1,1,2026-04-25T21:55:24Z,2026-04-25T21:55:24Z,artifacts/features/cpd/lbw_126/EURAUD_cpd.csv,
252,EURAUD,completed,5622,2026-02-23T00:00:00,1,0,2026-04-27T11:21:01Z,2026-04-27T11:21:01Z,artifacts/features/cpd/lbw_252/EURAUD_cpd.csv,
10,EURCAD,completed,6576,2026-02-23T00:00:00,16,2,2026-04-23T09:02:18Z,2026-04-23T09:36:09Z,artifacts/features/cpd/lbw_10/EURCAD_cpd.csv,
21,EURCAD,completed,6576,2026-02-23T00:00:00,5,0,2026-04-23T23:44:33Z,2026-04-24T00:17:51Z,artifacts/features/cpd/lbw_21/EURCAD_cpd.csv,
63,EURCAD,completed,6576,2026-02-23T00:00:00,1,0,2026-04-24T20:01:18Z,2026-04-24T20:01:18Z,artifacts/features/cpd/lbw_63/EURCAD_cpd.csv,
126,EURCAD,completed,6576,2026-02-23T00:00:00,0,0,2026-04-25T21:55:27Z,2026-04-25T21:55:27Z,artifacts/features/cpd/lbw_126/EURCAD_cpd.csv,
252,EURCAD,completed,6576,2026-02-23T00:00:00,1,0,2026-04-27T11:21:05Z,2026-04-27T11:21:05Z,artifacts/features/cpd/lbw_252/EURCAD_cpd.csv,
10,EURCHF,completed,6720,2026-02-23T00:00:00,22,1,2026-04-23T09:24:02Z,2026-04-23T09:58:30Z,artifacts/features/cpd/lbw_10/EURCHF_cpd.csv,
21,EURCHF,completed,6720,2026-02-23T00:00:00,10,1,2026-04-24T00:05:41Z,2026-04-24T00:39:57Z,artifacts/features/cpd/lbw_21/EURCHF_cpd.csv,
63,EURCHF,completed,6720,2026-02-23T00:00:00,3,0,2026-04-24T20:01:18Z,2026-04-24T20:01:18Z,artifacts/features/cpd/lbw_63/EURCHF_cpd.csv,
126,EURCHF,completed,6720,2026-02-23T00:00:00,3,0,2026-04-25T21:55:27Z,2026-04-25T21:55:27Z,artifacts/features/cpd/lbw_126/EURCHF_cpd.csv,
252,EURCHF,completed,6720,2026-02-23T00:00:00,1,0,2026-04-27T11:21:05Z,2026-04-27T11:21:05Z,artifacts/features/cpd/lbw_252/EURCHF_cpd.csv,
10,EURCZK,completed,2844,2026-02-23T00:00:00,12,1,2026-04-23T09:38:44Z,2026-04-23T09:52:56Z,artifacts/features/cpd/lbw_10/EURCZK_cpd.csv,
21,EURCZK,completed,2844,2026-02-23T00:00:00,0,0,2026-04-24T00:20:25Z,2026-04-24T00:34:35Z,artifacts/features/cpd/lbw_21/EURCZK_cpd.csv,
63,EURCZK,completed,2844,2026-02-23T00:00:00,0,0,2026-04-24T20:01:22Z,2026-04-24T20:01:22Z,artifacts/features/cpd/lbw_63/EURCZK_cpd.csv,
126,EURCZK,completed,2844,2026-02-23T00:00:00,0,0,2026-04-25T21:55:30Z,2026-04-25T21:55:30Z,artifacts/features/cpd/lbw_126/EURCZK_cpd.csv,
252,EURCZK,completed,2844,2026-02-23T00:00:00,1,0,2026-04-27T11:21:05Z,2026-04-27T11:21:05Z,artifacts/features/cpd/lbw_252/EURCZK_cpd.csv,
10,EURGBP,completed,6726,2026-02-23T00:00:00,24,2,2026-04-23T09:53:25Z,2026-04-23T10:27:37Z,artifacts/features/cpd/lbw_10/EURGBP_cpd.csv,
21,EURGBP,completed,6726,2026-02-23T00:00:00,8,0,2026-04-24T00:35:05Z,2026-04-24T01:09:06Z,artifacts/features/cpd/lbw_21/EURGBP_cpd.csv,
63,EURGBP,completed,6726,2026-02-23T00:00:00,1,0,2026-04-24T20:01:22Z,2026-04-24T20:01:22Z,artifacts/features/cpd/lbw_63/EURGBP_cpd.csv,
126,EURGBP,completed,6726,2026-02-23T00:00:00,0,0,2026-04-25T21:55:30Z,2026-04-25T21:55:30Z,artifacts/features/cpd/lbw_126/EURGBP_cpd.csv,
252,EURGBP,completed,6726,2026-02-23T00:00:00,0,0,2026-04-27T11:21:08Z,2026-04-27T11:21:08Z,artifacts/features/cpd/lbw_252/EURGBP_cpd.csv,
10,EURHUF,completed,2890,2026-02-23T00:00:00,6,0,2026-04-23T10:01:11Z,2026-04-23T10:15:26Z,artifacts/features/cpd/lbw_10/EURHUF_cpd.csv,
21,EURHUF,completed,2890,2026-02-23T00:00:00,2,0,2026-04-24T00:42:18Z,2026-04-24T00:56:39Z,artifacts/features/cpd/lbw_21/EURHUF_cpd.csv,
63,EURHUF,completed,2890,2026-02-23T00:00:00,1,0,2026-04-24T20:01:25Z,2026-04-24T20:01:25Z,artifacts/features/cpd/lbw_63/EURHUF_cpd.csv,
126,EURHUF,completed,2890,2026-02-23T00:00:00,0,0,2026-04-25T21:55:33Z,2026-04-25T21:55:33Z,artifacts/features/cpd/lbw_126/EURHUF_cpd.csv,
252,EURHUF,completed,2890,2026-02-23T00:00:00,0,0,2026-04-27T11:21:08Z,2026-04-27T11:21:08Z,artifacts/features/cpd/lbw_252/EURHUF_cpd.csv,
10,EURJPY,completed,6604,2026-02-23T00:00:00,18,2,2026-04-23T10:15:56Z,2026-04-23T10:49:50Z,artifacts/features/cpd/lbw_10/EURJPY_cpd.csv,
21,EURJPY,completed,6604,2026-02-23T00:00:00,6,0,2026-04-24T00:57:08Z,2026-04-24T01:30:55Z,artifacts/features/cpd/lbw_21/EURJPY_cpd.csv,
63,EURJPY,completed,6604,2026-02-23T00:00:00,2,0,2026-04-24T20:01:25Z,2026-04-24T20:01:25Z,artifacts/features/cpd/lbw_63/EURJPY_cpd.csv,
126,EURJPY,completed,6604,2026-02-23T00:00:00,0,0,2026-04-25T21:55:33Z,2026-04-25T21:55:33Z,artifacts/features/cpd/lbw_126/EURJPY_cpd.csv,
252,EURJPY,completed,6604,2026-02-23T00:00:00,1,0,2026-04-27T11:21:08Z,2026-04-27T11:21:08Z,artifacts/features/cpd/lbw_252/EURJPY_cpd.csv,
10,EURNOK,completed,3389,2026-02-23T00:00:00,14,3,2026-04-23T10:30:27Z,2026-04-23T10:47:20Z,artifacts/features/cpd/lbw_10/EURNOK_cpd.csv,
21,EURNOK,completed,3389,2026-02-23T00:00:00,8,0,2026-04-24T01:11:48Z,2026-04-24T01:28:46Z,artifacts/features/cpd/lbw_21/EURNOK_cpd.csv,
63,EURNOK,completed,3389,2026-02-23T00:00:00,0,0,2026-04-24T20:01:29Z,2026-04-24T20:01:29Z,artifacts/features/cpd/lbw_63/EURNOK_cpd.csv,
126,EURNOK,completed,3389,2026-02-23T00:00:00,0,0,2026-04-25T21:55:36Z,2026-04-25T21:55:36Z,artifacts/features/cpd/lbw_126/EURNOK_cpd.csv,
252,EURNOK,completed,3389,2026-02-23T00:00:00,0,0,2026-04-27T11:21:11Z,2026-04-27T11:21:11Z,artifacts/features/cpd/lbw_252/EURNOK_cpd.csv,
10,EURNZD,completed,6557,2026-02-23T00:00:00,23,3,2026-04-23T10:47:58Z,2026-04-23T11:21:00Z,artifacts/features/cpd/lbw_10/EURNZD_cpd.csv,
21,EURNZD,completed,6557,2026-02-23T00:00:00,9,1,2026-04-24T01:29:23Z,2026-04-24T02:02:23Z,artifacts/features/cpd/lbw_21/EURNZD_cpd.csv,
63,EURNZD,completed,6557,2026-02-23T00:00:00,0,0,2026-04-24T20:01:29Z,2026-04-24T20:01:29Z,artifacts/features/cpd/lbw_63/EURNZD_cpd.csv,
126,EURNZD,completed,6557,2026-02-23T00:00:00,0,0,2026-04-25T21:55:36Z,2026-04-25T21:55:36Z,artifacts/features/cpd/lbw_126/EURNZD_cpd.csv,
252,EURNZD,completed,6557,2026-02-23T00:00:00,0,0,2026-04-27T11:21:11Z,2026-04-27T11:21:11Z,artifacts/features/cpd/lbw_252/EURNZD_cpd.csv,
10,EURPLN,completed,2888,2026-02-23T00:00:00,8,0,2026-04-23T10:50:49Z,2026-04-23T11:05:07Z,artifacts/features/cpd/lbw_10/EURPLN_cpd.csv,
21,EURPLN,completed,2888,2026-02-23T00:00:00,2,0,2026-04-24T01:31:53Z,2026-04-24T01:46:11Z,artifacts/features/cpd/lbw_21/EURPLN_cpd.csv,
63,EURPLN,completed,2888,2026-02-23T00:00:00,1,0,2026-04-24T20:01:32Z,2026-04-24T20:01:32Z,artifacts/features/cpd/lbw_63/EURPLN_cpd.csv,
126,EURPLN,completed,2888,2026-02-23T00:00:00,0,0,2026-04-25T21:55:39Z,2026-04-25T21:55:39Z,artifacts/features/cpd/lbw_126/EURPLN_cpd.csv,
252,EURPLN,completed,2888,2026-02-23T00:00:00,1,0,2026-04-27T11:21:11Z,2026-04-27T11:21:11Z,artifacts/features/cpd/lbw_252/EURPLN_cpd.csv,
10,EURUSD,completed,6731,2026-02-23T00:00:00,20,2,2026-04-23T11:05:35Z,2026-04-23T11:40:01Z,artifacts/features/cpd/lbw_10/EURUSD_cpd.csv,
21,EURUSD,completed,6731,2026-02-23T00:00:00,14,1,2026-04-24T01:46:39Z,2026-04-24T02:21:05Z,artifacts/features/cpd/lbw_21/EURUSD_cpd.csv,
63,EURUSD,completed,6731,2026-02-23T00:00:00,0,0,2026-04-24T20:01:32Z,2026-04-24T20:01:32Z,artifacts/features/cpd/lbw_63/EURUSD_cpd.csv,
126,EURUSD,completed,6731,2026-02-23T00:00:00,0,0,2026-04-25T21:55:39Z,2026-04-25T21:55:39Z,artifacts/features/cpd/lbw_126/EURUSD_cpd.csv,
252,EURUSD,completed,6731,2026-02-23T00:00:00,0,0,2026-04-27T11:21:14Z,2026-04-27T11:21:14Z,artifacts/features/cpd/lbw_252/EURUSD_cpd.csv,
10,FETUSD,completed,624,2026-02-23T00:00:00,4,1,2026-04-23T11:23:38Z,2026-04-23T11:26:39Z,artifacts/features/cpd/lbw_10/FETUSD_cpd.csv,
21,FETUSD,completed,624,2026-02-23T00:00:00,0,0,2026-04-24T02:04:59Z,2026-04-24T02:07:57Z,artifacts/features/cpd/lbw_21/FETUSD_cpd.csv,
63,FETUSD,completed,624,2026-02-23T00:00:00,0,0,2026-04-24T20:01:35Z,2026-04-24T20:01:35Z,artifacts/features/cpd/lbw_63/FETUSD_cpd.csv,
126,FETUSD,completed,624,2026-02-23T00:00:00,0,0,2026-04-25T21:55:42Z,2026-04-25T21:55:42Z,artifacts/features/cpd/lbw_126/FETUSD_cpd.csv,
252,FETUSD,completed,624,2026-02-23T00:00:00,0,0,2026-04-27T11:21:14Z,2026-04-27T11:21:14Z,artifacts/features/cpd/lbw_252/FETUSD_cpd.csv,
10,FRA40.cash,completed,2085,2026-02-20T00:00:00,6,0,2026-04-23T11:26:47Z,2026-04-23T11:37:09Z,artifacts/features/cpd/lbw_10/FRA40.cash_cpd.csv,
21,FRA40.cash,completed,2085,2026-02-20T00:00:00,8,0,2026-04-24T02:08:04Z,2026-04-24T02:18:24Z,artifacts/features/cpd/lbw_21/FRA40.cash_cpd.csv,
63,FRA40.cash,completed,2085,2026-02-20T00:00:00,1,0,2026-04-24T20:01:36Z,2026-04-24T20:01:36Z,artifacts/features/cpd/lbw_63/FRA40.cash_cpd.csv,
126,FRA40.cash,completed,2085,2026-02-20T00:00:00,0,0,2026-04-25T21:55:42Z,2026-04-25T21:55:42Z,artifacts/features/cpd/lbw_126/FRA40.cash_cpd.csv,
252,FRA40.cash,completed,2085,2026-02-20T00:00:00,0,0,2026-04-27T11:21:14Z,2026-04-27T11:21:14Z,artifacts/features/cpd/lbw_252/FRA40.cash_cpd.csv,
10,GALUSD,completed,1614,2026-02-23T00:00:00,7,2,2026-04-23T11:37:30Z,2026-04-23T11:45:31Z,artifacts/features/cpd/lbw_10/GALUSD_cpd.csv,
21,GALUSD,completed,1614,2026-02-23T00:00:00,3,0,2026-04-24T02:18:45Z,2026-04-24T02:26:43Z,artifacts/features/cpd/lbw_21/GALUSD_cpd.csv,
63,GALUSD,completed,1614,2026-02-23T00:00:00,1,0,2026-04-24T20:01:39Z,2026-04-24T20:01:39Z,artifacts/features/cpd/lbw_63/GALUSD_cpd.csv,
126,GALUSD,completed,1614,2026-02-23T00:00:00,1,0,2026-04-25T21:55:45Z,2026-04-25T21:55:45Z,artifacts/features/cpd/lbw_126/GALUSD_cpd.csv,
252,GALUSD,completed,1614,2026-02-23T00:00:00,0,0,2026-04-27T11:21:17Z,2026-04-27T11:21:17Z,artifacts/features/cpd/lbw_252/GALUSD_cpd.csv,
10,GBPAUD,completed,4784,2026-02-23T00:00:00,15,0,2026-04-23T11:41:17Z,2026-04-23T12:05:04Z,artifacts/features/cpd/lbw_10/GBPAUD_cpd.csv,
21,GBPAUD,completed,4784,2026-02-23T00:00:00,8,0,2026-04-24T02:22:08Z,2026-04-24T02:45:57Z,artifacts/features/cpd/lbw_21/GBPAUD_cpd.csv,
63,GBPAUD,completed,4784,2026-02-23T00:00:00,0,0,2026-04-24T20:01:39Z,2026-04-24T20:01:39Z,artifacts/features/cpd/lbw_63/GBPAUD_cpd.csv,
126,GBPAUD,completed,4784,2026-02-23T00:00:00,0,0,2026-04-25T21:55:45Z,2026-04-25T21:55:45Z,artifacts/features/cpd/lbw_126/GBPAUD_cpd.csv,
252,GBPAUD,completed,4784,2026-02-23T00:00:00,0,0,2026-04-27T11:21:18Z,2026-04-27T11:21:18Z,artifacts/features/cpd/lbw_252/GBPAUD_cpd.csv,
10,GBPCAD,completed,4788,2026-02-23T00:00:00,15,1,2026-04-23T11:45:46Z,2026-04-23T12:09:36Z,artifacts/features/cpd/lbw_10/GBPCAD_cpd.csv,
